GEOID,County Name,State Name,SFSP Eligible,CACFP Eligible,SFSP Percent,CACFP Percent,Source FY,Source Name,Source URL
"480019501001","Anderson County","TX","N","N","39.7","23.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019501002","Anderson County","TX","N","N","29.9","28.1","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019501003","Anderson County","TX","Y","Y","70.2","70.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019504011","Anderson County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019504021","Anderson County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019505001","Anderson County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019505002","Anderson County","TX","Y","Y","91.9","86.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019505003","Anderson County","TX","Y","Y","56.1","35.9","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019505004","Anderson County","TX","Y","Y","43.4","56.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019506001","Anderson County","TX","Y","Y","89.6","87.1","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019506002","Anderson County","TX","Y","Y","56.5","64.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019506003","Anderson County","TX","N","N","8.7","28.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019506004","Anderson County","TX","Y","Y","46.6","64.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019507001","Anderson County","TX","Y","Y","76.8","76.9","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019507002","Anderson County","TX","Y","Y","71.4","75.8","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019507003","Anderson County","TX","Y","Y","100","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019508001","Anderson County","TX","Y","Y","86.7","73.1","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019508002","Anderson County","TX","Y","Y","47.2","51.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019508003","Anderson County","TX","N","N","45.2","45.2","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019508004","Anderson County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019508005","Anderson County","TX","Y","Y","100","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509011","Anderson County","TX","N","N","31.4","28.9","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509012","Anderson County","TX","Y","Y","70","66.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509013","Anderson County","TX","N","N","39","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509014","Anderson County","TX","Y","Y","72.7","81","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509021","Anderson County","TX","N","N","41.2","25","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509022","Anderson County","TX","Y","Y","58.3","78.2","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509023","Anderson County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019509024","Anderson County","TX","N","N","4.1","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019510011","Anderson County","TX","Y","Y","52.9","58.3","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019510012","Anderson County","TX","Y","Y","53.5","50.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019510021","Anderson County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019510022","Anderson County","TX","N","N","11.3","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019510023","Anderson County","TX","Y","Y","48.8","71.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019510024","Anderson County","TX","Y","Y","44","50","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019511001","Anderson County","TX","N","N","36.1","38.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019511002","Anderson County","TX","N","N","40","18.2","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019511003","Anderson County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480019511004","Anderson County","TX","Y","Y","50.9","60.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039501001","Andrews County","TX","N","N","34","33.1","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039502001","Andrews County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039502002","Andrews County","TX","Y","Y","53.3","41.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039502003","Andrews County","TX","Y","Y","46","65.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039502004","Andrews County","TX","N","N","38.5","45.2","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039502005","Andrews County","TX","N","N","28.6","32.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039502006","Andrews County","TX","N","N","18.4","22.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039503001","Andrews County","TX","N","N","40.4","48.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039503002","Andrews County","TX","N","N","35.3","48.2","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039503003","Andrews County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039504001","Andrews County","TX","N","N","35.8","35.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480039504002","Andrews County","TX","Y","Y","65.6","58.8","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050001021","Angelina County","TX","Y","Y","63","54.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050001022","Angelina County","TX","N","N","47.1","47.9","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050001023","Angelina County","TX","N","N","19","14.3","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050001031","Angelina County","TX","Y","Y","59.1","74.3","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050001032","Angelina County","TX","Y","Y","42.9","53.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050001041","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050001042","Angelina County","TX","N","N","43.5","49.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050002011","Angelina County","TX","N","N","29.2","26.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050002012","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050002013","Angelina County","TX","Y","Y","61.2","46.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050002021","Angelina County","TX","Y","Y","89.7","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050002022","Angelina County","TX","N","N","47.8","44.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050002023","Angelina County","TX","Y","Y","90.3","84.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050003011","Angelina County","TX","N","N","37.7","41","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050003012","Angelina County","TX","N","N","45.6","20.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050003013","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050003021","Angelina County","TX","N","N","7.6","4.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050003022","Angelina County","TX","N","N","30.4","37.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050003023","Angelina County","TX","Y","Y","73.4","69","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050003024","Angelina County","TX","N","N","23.1","14","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050004001","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050004002","Angelina County","TX","Y","Y","45.8","50","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050004003","Angelina County","TX","N","N","9.6","11.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050004004","Angelina County","TX","Y","Y","69.7","67.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050005001","Angelina County","TX","N","N","27.3","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050005002","Angelina County","TX","Y","Y","87.1","83.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050005003","Angelina County","TX","Y","Y","60","38.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050005004","Angelina County","TX","Y","Y","95.1","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050006001","Angelina County","TX","N","N","35.9","42.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050006002","Angelina County","TX","Y","Y","64","64.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050006003","Angelina County","TX","N","N","44.3","41.1","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050006004","Angelina County","TX","Y","Y","68.2","70.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050007001","Angelina County","TX","Y","Y","52.9","48.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050007002","Angelina County","TX","Y","Y","33.3","60","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050007003","Angelina County","TX","Y","Y","98.2","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050008001","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050008002","Angelina County","TX","Y","Y","67.7","48.1","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050008003","Angelina County","TX","Y","Y","58.3","85.2","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050008004","Angelina County","TX","N","N","13.8","25","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050008005","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050009021","Angelina County","TX","Y","Y","77.8","50","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050009022","Angelina County","TX","N","N","40.9","47.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050009023","Angelina County","TX","N","N","19.4","14.3","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050009031","Angelina County","TX","Y","Y","46.4","53.5","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050009032","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050009041","Angelina County","TX","N","N","19.5","37.8","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050009042","Angelina County","TX","Y","Y","62.7","56.8","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050010011","Angelina County","TX","Y","Y","59.4","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050010012","Angelina County","TX","Y","Y","80.3","86.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050010013","Angelina County","TX","N","N","16.1","16.1","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050010014","Angelina County","TX","N","N","43.2","42.3","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050010021","Angelina County","TX","Y","Y","60.9","55.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050010022","Angelina County","TX","N","N","36.1","45.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050010023","Angelina County","TX","N","N","19.1","14.8","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050011011","Angelina County","TX","N","N","44.4","41.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050011012","Angelina County","TX","Y","Y","54.3","64.2","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050011021","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050011022","Angelina County","TX","Y","Y","61.5","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050011023","Angelina County","TX","Y","Y","74.7","71.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050012001","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050012002","Angelina County","TX","N","N","20.8","40","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050012003","Angelina County","TX","N","N","35.3","15.4","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050012004","Angelina County","TX","Y","Y","90.9","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050012005","Angelina County","TX","Y","Y","77.3","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050013001","Angelina County","TX","Y","Y","82.8","73.7","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050013002","Angelina County","TX","N","N","16.3","12.6","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050013003","Angelina County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480050013004","Angelina County","TX","Y","Y","78.9","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079501011","Aransas County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079501012","Aransas County","TX","Y","Y","90.5","100","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079501021","Aransas County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079501022","Aransas County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079501023","Aransas County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079501031","Aransas County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079501032","Aransas County","TX","N","N","42.9","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079502001","Aransas County","TX","Y","Y","93.2","95.3","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079502002","Aransas County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
"480079503011","Aransas County","TX","N","N","0","0","FY26","USDA-FNS Area Eligibility (FY26)","https://usda-fns.hub.arcgis.com/datasets/USDA-FNS::participants-eligible-for-free-and-reduced-price-fy-26/about"
